timestamp,phase,process_cpu_percent,system_cpu_percent,process_ram_mb,system_ram_percent,available_ram_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_memory_total_mb
2026-05-16T10:17:26.795347+00:00,preprocessing,0.0,0.0,185.078125,40.2,2285.48046875,,,
2026-05-16T10:17:26.811278+00:00,preprocessing,125.4,100.0,186.71875,40.2,2285.48046875,,,
2026-05-16T10:17:26.813719+00:00,classical_svm_grid_search,0.0,0.0,186.7421875,40.2,2285.48046875,,,
2026-05-16T10:17:27.682243+00:00,classical_svm_grid_search,100.2,60.1,187.37109375,40.2,2285.53125,,,
2026-05-16T10:17:27.688607+00:00,classical_svm_final_training,0.0,0.0,187.65625,40.2,2285.53125,,,
2026-05-16T10:17:27.689521+00:00,classical_svm_final_training,0.0,0.0,187.66015625,40.2,2285.53125,,,
2026-05-16T10:17:27.690737+00:00,final_evaluation,0.0,0.0,187.66015625,40.2,2285.53125,,,
2026-05-16T10:17:27.691077+00:00,final_evaluation,0.0,0.0,187.66015625,40.2,2285.53125,,,
2026-05-16T10:17:27.876356+00:00,qsvm_optuna_search,0.0,0.0,221.546875,40.7,2265.8984375,,,
2026-05-16T10:17:28.877689+00:00,qsvm_optuna_search,99.1,100.0,233.8515625,41.1,2249.9140625,,,
2026-05-16T10:17:29.909187+00:00,qsvm_optuna_search,100.0,50.7,235.25,41.2,2246.9609375,,,
2026-05-16T10:17:30.920596+00:00,qsvm_optuna_search,208.5,50.5,237.05859375,41.3,2243.0234375,,,
2026-05-16T10:17:31.932206+00:00,qsvm_optuna_search,96.7,50.7,239.6171875,41.3,2243.0234375,,,
2026-05-16T10:17:32.943088+00:00,qsvm_optuna_search,102.1,50.3,241.46875,41.3,2243.0234375,,,
2026-05-16T10:17:33.949400+00:00,qsvm_optuna_search,100.4,51.5,243.52734375,41.3,2240.83984375,,,
2026-05-16T10:17:34.954818+00:00,qsvm_optuna_search,100.5,50.7,246.234375,41.3,2240.83984375,,,
2026-05-16T10:17:35.988342+00:00,qsvm_optuna_search,80.1,51.2,248.53515625,41.4,2237.88671875,,,
2026-05-16T10:17:36.999408+00:00,qsvm_optuna_search,114.0,52.5,250.453125,41.5,2234.31640625,,,
2026-05-16T10:17:38.021285+00:00,qsvm_optuna_search,100.8,50.7,252.8515625,41.6,2232.59375,,,
2026-05-16T10:17:39.100070+00:00,qsvm_optuna_search,81.4,50.5,255.5859375,41.6,2231.85546875,,,
2026-05-16T10:17:40.127653+00:00,qsvm_optuna_search,201.6,55.2,254.37890625,41.6,2228.90234375,,,
2026-05-16T10:17:41.128087+00:00,qsvm_optuna_search,106.2,52.5,254.3671875,41.7,2228.65625,,,
2026-05-16T10:17:42.135648+00:00,qsvm_optuna_search,101.6,51.0,255.0625,41.7,2228.65625,,,
2026-05-16T10:17:43.144551+00:00,qsvm_optuna_search,90.7,50.7,255.76171875,41.7,2227.91796875,,,
2026-05-16T10:17:44.149982+00:00,qsvm_optuna_search,112.9,51.0,256.37109375,41.7,2226.93359375,,,
2026-05-16T10:17:45.170297+00:00,qsvm_optuna_search,101.0,50.5,256.37109375,41.7,2226.93359375,,,
2026-05-16T10:17:46.182488+00:00,qsvm_optuna_search,93.4,50.7,256.8359375,41.7,2226.93359375,,,
2026-05-16T10:17:47.189748+00:00,qsvm_optuna_search,103.0,52.2,257.203125,41.6,2229.14453125,,,
2026-05-16T10:17:48.273380+00:00,qsvm_optuna_search,105.8,50.9,257.203125,41.6,2229.14453125,,,
2026-05-16T10:17:49.348910+00:00,qsvm_optuna_search,100.2,62.9,255.21484375,41.7,2225.453125,,,
2026-05-16T10:17:50.378846+00:00,qsvm_optuna_search,99.0,50.5,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:51.386097+00:00,qsvm_optuna_search,100.3,50.7,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:52.395684+00:00,qsvm_optuna_search,0.0,50.7,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:53.399979+00:00,qsvm_optuna_search,0.0,50.5,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:54.445047+00:00,qsvm_optuna_search,142.1,51.5,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:55.453226+00:00,qsvm_optuna_search,101.2,50.7,255.2265625,41.7,2225.453125,,,
2026-05-16T10:17:56.470397+00:00,qsvm_optuna_search,99.3,52.7,255.2265625,41.7,2227.2734375,,,
2026-05-16T10:17:57.483769+00:00,qsvm_optuna_search,100.7,50.7,255.2265625,41.7,2227.29296875,,,
2026-05-16T10:17:58.496989+00:00,qsvm_optuna_search,99.6,50.7,256.78125,41.7,2225.5703125,,,
2026-05-16T10:17:59.511494+00:00,qsvm_optuna_search,100.5,50.5,258.234375,41.7,2225.078125,,,
2026-05-16T10:18:00.537940+00:00,qsvm_optuna_search,99.4,50.5,259.53125,41.7,2225.078125,,,
2026-05-16T10:18:01.571642+00:00,qsvm_optuna_search,140.0,56.1,260.42578125,41.7,2225.078125,,,
2026-05-16T10:18:02.879799+00:00,qsvm_optuna_search,99.5,50.5,260.43359375,41.7,2225.078125,,,
2026-05-16T10:18:03.888453+00:00,qsvm_optuna_search,99.0,51.5,260.43359375,41.9,2217.44921875,,,
2026-05-16T10:18:04.923659+00:00,qsvm_optuna_search,99.8,50.7,260.43359375,41.9,2217.44921875,,,
2026-05-16T10:18:05.927987+00:00,qsvm_optuna_search,100.8,51.0,260.43359375,41.9,2217.44921875,,,
