timestamp,phase,process_cpu_percent,system_cpu_percent,process_ram_mb,system_ram_percent,available_ram_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_memory_total_mb
2026-06-26T12:43:40.111729+00:00,preprocessing,0.0,0.0,209.3203125,16.6,13266.33203125,2.0,2327.81640625,8188.0
2026-06-26T12:43:40.138066+00:00,preprocessing,1252.3,54.1,212.3828125,16.6,13264.46484375,2.0,2327.81640625,8188.0
2026-06-26T12:43:40.142557+00:00,classical_svm_grid_search,0.0,0.0,212.6015625,16.6,13264.46484375,1.0,2327.81640625,8188.0
2026-06-26T12:43:41.147334+00:00,classical_svm_grid_search,459.8,5.2,230.3203125,16.7,13246.7890625,0.0,2327.81640625,8188.0
2026-06-26T12:43:42.292756+00:00,classical_svm_grid_search,125.7,4.8,232.0703125,16.7,13242.46875,0.0,2327.81640625,8188.0
2026-06-26T12:43:43.399078+00:00,classical_svm_grid_search,123.9,4.4,232.5078125,16.7,13242.71875,0.0,2327.81640625,8188.0
2026-06-26T12:43:44.503155+00:00,classical_svm_grid_search,127.7,4.4,232.7265625,16.7,13242.48046875,0.0,2327.81640625,8188.0
2026-06-26T12:43:45.647405+00:00,classical_svm_grid_search,123.2,4.9,233.1640625,16.8,13240.90234375,0.0,2327.81640625,8188.0
2026-06-26T12:43:46.332504+00:00,classical_svm_grid_search,115.3,6.4,233.1640625,16.8,13240.65625,0.0,2327.81640625,8188.0
2026-06-26T12:43:46.351243+00:00,classical_svm_final_training,0.0,0.0,233.3828125,16.8,13240.1640625,0.0,2327.81640625,8188.0
2026-06-26T12:43:46.356672+00:00,classical_svm_final_training,0.0,6.7,233.3828125,16.8,13240.1640625,0.0,2327.81640625,8188.0
2026-06-26T12:43:46.358401+00:00,final_evaluation,0.0,0.0,233.3828125,16.8,13240.1640625,0.0,2327.81640625,8188.0
2026-06-26T12:43:46.360818+00:00,final_evaluation,0.0,12.5,233.3828125,16.8,13240.1640625,0.0,2327.81640625,8188.0
2026-06-26T12:43:47.508640+00:00,qsvm_optuna_search,0.0,0.0,560.98046875,18.2,13008.046875,2.0,2482.51953125,8188.0
2026-06-26T12:43:48.525168+00:00,qsvm_optuna_search,96.5,3.6,562.51171875,18.2,13005.453125,7.0,2494.89453125,8188.0
2026-06-26T12:43:49.624296+00:00,qsvm_optuna_search,126.8,3.6,562.51171875,18.2,13005.453125,13.0,2482.55078125,8188.0
2026-06-26T12:43:50.727344+00:00,qsvm_optuna_search,96.6,3.6,562.51171875,18.2,13005.453125,5.0,2482.55078125,8188.0
2026-06-26T12:43:51.815555+00:00,qsvm_optuna_search,96.7,3.8,562.51171875,18.2,13006.26171875,5.0,2482.55078125,8188.0
2026-06-26T12:43:52.883545+00:00,qsvm_optuna_search,128.4,3.6,562.51171875,18.2,13006.26171875,5.0,2482.55078125,8188.0
2026-06-26T12:43:53.977829+00:00,qsvm_optuna_search,116.6,3.6,562.51171875,18.2,13006.26171875,5.0,2482.55078125,8188.0
2026-06-26T12:43:55.045748+00:00,qsvm_optuna_search,191.7,3.6,562.51171875,18.2,13006.26171875,10.0,2482.55078125,8188.0
2026-06-26T12:43:56.104671+00:00,qsvm_optuna_search,99.2,3.5,562.51171875,18.2,13006.26171875,12.0,2482.55078125,8188.0
