timestamp,phase,process_cpu_percent,system_cpu_percent,process_ram_mb,system_ram_percent,available_ram_mb,gpu_utilization_percent,gpu_memory_used_mb,gpu_memory_total_mb
2026-06-26T12:17:51.764013+00:00,preprocessing,0.0,0.0,206.9765625,16.6,13265.38671875,2.0,2214.53515625,8188.0
2026-06-26T12:17:51.783526+00:00,preprocessing,102.5,3.6,207.8515625,16.6,13265.52734375,2.0,2214.53515625,8188.0
2026-06-26T12:17:51.785580+00:00,classical_svm_grid_search,0.0,0.0,207.8515625,16.6,13265.52734375,2.0,2214.53515625,8188.0
2026-06-26T12:17:52.787695+00:00,classical_svm_grid_search,112.8,3.7,211.5703125,16.6,13260.109375,2.0,2214.53515625,8188.0
2026-06-26T12:17:53.933670+00:00,classical_svm_grid_search,106.5,3.9,211.5703125,16.6,13259.6640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:55.063821+00:00,classical_svm_grid_search,110.6,3.9,212.6640625,16.6,13261.34375,2.0,2214.53515625,8188.0
2026-06-26T12:17:56.226080+00:00,classical_svm_grid_search,111.0,4.2,212.6640625,16.6,13259.4921875,2.0,2214.53515625,8188.0
2026-06-26T12:17:57.061444+00:00,classical_svm_grid_search,105.3,4.0,212.8828125,16.6,13258.31640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:57.067134+00:00,classical_svm_final_training,0.0,0.0,213.1015625,16.6,13258.31640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:57.071900+00:00,classical_svm_final_training,209.1,7.1,213.1015625,16.6,13258.31640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:57.074329+00:00,final_evaluation,0.0,0.0,213.1015625,16.6,13258.31640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:57.077469+00:00,final_evaluation,0.0,11.1,213.1015625,16.6,13258.31640625,0.0,2214.53515625,8188.0
2026-06-26T12:17:58.597242+00:00,qsvm_optuna_search,0.0,0.0,540.93359375,18.1,13026.46484375,2.0,2369.23828125,8188.0
2026-06-26T12:17:59.603439+00:00,qsvm_optuna_search,94.5,3.4,541.58984375,18.1,13025.05859375,5.0,2403.23828125,8188.0
2026-06-26T12:18:00.697164+00:00,qsvm_optuna_search,145.2,3.7,541.58984375,18.1,13026.83203125,5.0,2403.23828125,8188.0
2026-06-26T12:18:01.770129+00:00,qsvm_optuna_search,98.8,3.6,541.58984375,18.1,13026.33984375,5.0,2403.23828125,8188.0
2026-06-26T12:18:02.857952+00:00,qsvm_optuna_search,99.7,3.6,541.58984375,18.1,13026.2578125,5.0,2403.23828125,8188.0
2026-06-26T12:18:03.920046+00:00,qsvm_optuna_search,98.9,3.6,541.58984375,18.1,13026.28515625,5.0,2403.23828125,8188.0
2026-06-26T12:18:05.003560+00:00,qsvm_optuna_search,101.7,3.6,541.58984375,18.1,13026.28515625,8.0,2403.23828125,8188.0
2026-06-26T12:18:06.112932+00:00,qsvm_optuna_search,101.1,3.9,541.58984375,18.1,13028.16796875,10.0,2403.23828125,8188.0
2026-06-26T12:18:07.192101+00:00,qsvm_optuna_search,99.2,3.5,541.58984375,18.1,13028.16796875,12.0,2403.23828125,8188.0
2026-06-26T12:18:08.317069+00:00,qsvm_optuna_search,128.7,3.7,541.58984375,18.1,13028.10546875,15.0,2403.23828125,8188.0
2026-06-26T12:18:09.400725+00:00,qsvm_optuna_search,100.3,3.6,541.58984375,18.1,13028.703125,17.0,2403.23828125,8188.0
2026-06-26T12:18:10.475235+00:00,qsvm_optuna_search,100.4,3.6,541.58984375,18.1,13028.703125,18.0,2403.23828125,8188.0
2026-06-26T12:18:11.568220+00:00,qsvm_optuna_search,99.5,3.8,541.58984375,18.1,13028.07421875,19.0,2403.23828125,8188.0
2026-06-26T12:18:12.632965+00:00,qsvm_optuna_search,100.5,3.6,541.58984375,18.1,13028.07421875,18.0,2403.23828125,8188.0
2026-06-26T12:18:13.690978+00:00,qsvm_optuna_search,101.5,3.6,541.58984375,18.1,13027.8828125,19.0,2403.23828125,8188.0
2026-06-26T12:18:14.774934+00:00,qsvm_optuna_search,101.0,3.6,541.58984375,18.1,13027.8828125,18.0,2403.23828125,8188.0
2026-06-26T12:18:15.858859+00:00,qsvm_optuna_search,98.9,3.7,541.58984375,18.1,13027.08984375,19.0,2403.23828125,8188.0
2026-06-26T12:18:16.941871+00:00,qsvm_optuna_search,92.8,3.5,541.58984375,18.1,13024.62890625,16.0,2403.23828125,8188.0
2026-06-26T12:18:17.999825+00:00,qsvm_optuna_search,100.3,3.6,541.58984375,18.1,13024.37890625,19.0,2403.23828125,8188.0
2026-06-26T12:18:19.063588+00:00,qsvm_optuna_search,101.3,3.6,541.58984375,18.1,13024.37890625,17.0,2403.23828125,8188.0
2026-06-26T12:18:20.143240+00:00,qsvm_optuna_search,99.6,3.6,541.58984375,18.1,13024.37890625,17.0,2403.23828125,8188.0
2026-06-26T12:18:21.211936+00:00,qsvm_optuna_search,99.7,3.8,541.58984375,18.1,13024.4375,16.0,2403.23828125,8188.0
2026-06-26T12:18:22.234097+00:00,qsvm_optuna_search,97.5,3.6,541.58984375,18.1,13024.4375,14.0,2403.23828125,8188.0
2026-06-26T12:18:23.282093+00:00,qsvm_optuna_search,99.2,3.6,541.58984375,18.1,13024.4375,16.0,2403.23828125,8188.0
2026-06-26T12:18:24.360350+00:00,qsvm_optuna_search,101.1,3.5,541.58984375,18.1,13024.4375,14.0,2403.23828125,8188.0
2026-06-26T12:18:25.449919+00:00,qsvm_optuna_search,100.7,3.6,541.58984375,18.1,13024.4375,16.0,2403.23828125,8188.0
2026-06-26T12:18:26.555824+00:00,qsvm_optuna_search,99.5,3.8,541.58984375,18.1,13024.62109375,14.0,2403.23828125,8188.0
2026-06-26T12:18:27.635957+00:00,qsvm_optuna_search,101.5,3.6,541.58984375,18.1,13024.375,16.0,2403.23828125,8188.0
2026-06-26T12:18:28.731118+00:00,qsvm_optuna_search,114.3,3.6,541.58984375,18.1,13024.375,15.0,2403.23828125,8188.0
2026-06-26T12:18:29.802610+00:00,qsvm_optuna_search,99.9,3.7,541.58984375,18.1,13024.375,18.0,2403.23828125,8188.0
2026-06-26T12:18:30.882489+00:00,qsvm_optuna_search,94.3,3.5,541.58984375,18.1,13023.2578125,19.0,2403.23828125,8188.0
2026-06-26T12:18:31.929651+00:00,qsvm_optuna_search,100.0,3.9,541.58984375,18.1,13022.078125,19.0,2403.23828125,8188.0
2026-06-26T12:18:32.998593+00:00,qsvm_optuna_search,99.4,3.6,541.58984375,18.1,13022.078125,19.0,2403.23828125,8188.0
2026-06-26T12:18:34.071738+00:00,qsvm_optuna_search,99.9,3.6,541.58984375,18.1,13022.078125,19.0,2403.23828125,8188.0
2026-06-26T12:18:35.155580+00:00,qsvm_optuna_search,102.0,3.6,541.58984375,18.1,13022.078125,21.0,2403.23828125,8188.0
2026-06-26T12:18:36.218325+00:00,qsvm_optuna_search,99.7,3.7,541.58984375,18.1,13025.5078125,20.0,2403.23828125,8188.0
2026-06-26T12:18:37.292173+00:00,qsvm_optuna_search,99.1,3.6,541.58984375,18.1,13025.5078125,20.0,2403.23828125,8188.0
2026-06-26T12:18:38.381387+00:00,qsvm_optuna_search,100.7,3.5,541.58984375,18.1,13025.515625,21.0,2403.23828125,8188.0
2026-06-26T12:18:39.454821+00:00,qsvm_optuna_search,99.0,3.6,541.58984375,18.1,13025.515625,21.0,2403.23828125,8188.0
2026-06-26T12:18:40.559006+00:00,qsvm_optuna_search,98.9,3.6,541.58984375,18.1,13026.40625,20.0,2403.23828125,8188.0
2026-06-26T12:18:41.652738+00:00,qsvm_optuna_search,100.4,3.7,541.58984375,18.1,13028.4921875,20.0,2403.23828125,8188.0
2026-06-26T12:18:42.695994+00:00,qsvm_optuna_search,100.4,3.6,541.58984375,18.1,13028.2421875,19.0,2403.23828125,8188.0
2026-06-26T12:18:43.759154+00:00,qsvm_optuna_search,100.6,3.6,541.58984375,18.1,13028.2421875,18.0,2403.23828125,8188.0
2026-06-26T12:18:44.827355+00:00,qsvm_optuna_search,100.4,4.3,541.58984375,18.1,13028.69921875,18.0,2403.23828125,8188.0
2026-06-26T12:18:45.921987+00:00,qsvm_optuna_search,97.0,3.6,541.58984375,18.1,13028.69921875,19.0,2403.23828125,8188.0
2026-06-26T12:18:46.984648+00:00,qsvm_optuna_search,100.6,3.8,541.58984375,18.1,13026.1328125,19.0,2403.23828125,8188.0
2026-06-26T12:18:48.047497+00:00,qsvm_optuna_search,101.6,3.6,541.58984375,18.1,13026.1328125,20.0,2403.23828125,8188.0
2026-06-26T12:18:49.115562+00:00,qsvm_optuna_search,100.1,3.6,541.58984375,18.1,13026.1328125,21.0,2403.23828125,8188.0
